Geo Point,Official Name Municipality
"41.69473417847065, -2.166147749717544",Almenar de Soria
"41.19338514243645, 0.34781017850662943",La Pobla de Massaluca
"40.963987655095174, -0.1461542723256842",Castelserás
"40.09318636801852, -4.8478727361700535",Sotillo de las Palomas
"37.90229256293483, -6.6217146794967885",Los Marines
"42.30399057396497, 0.5348824607911675",Isábena
"42.34124063465622, -2.52800431507101",Sorzano
"36.76590778568132, -4.7071533264377505",Pizarra
"42.10041348803908, -8.574337078517809",Salceda de Caselas
"40.73892795198735, -5.588667127601941",Sieteiglesias de Tormes
"41.84994269931894, -2.205526395273824",Suellacabras
"41.324202839896905, -4.830327998750427",Pozal de Gallinas
"41.183668414736985, -4.658049682354645",Puras
"41.584792173492936, -4.4795733715236645",Traspinedo
"41.24772519219396, -1.1562941188033713",Aladrén
"38.67921224360088, -0.27663541713794887",Confrides
"36.96439400049249, -2.8021058995846646",Almócita
"40.58604649350941, -4.778056642402488",Gemuño
"39.72660303105928, -2.424983211283969",La Hinojosa
"42.17918504783181, 0.007216877864774051",Alquézar
"41.95164796415478, 1.3686887676139718",Pinell de Solsonès
"42.18521338601962, -2.4773662680267123",Rabanera
"40.642241389777624, -3.5236479189029764",Fuente el Saz de Jarama
"42.674300644401825, -1.457483660753355",Ibargoiti
"42.195589872143074, -5.0416864031085575",Villacarralón
"42.89424331525681, -2.3160038272915693",Asparrena
"38.07213846611156, -0.7914977679309082",Almoradí
"39.9009206261631, -0.7364024669525018",Bejís
"43.214488921726335, -2.403390049628763",Elgoibar
"37.53719284402723, -3.660964078885209",Noalejo
"42.334793436442816, -5.373252561491627",Matadeón de los Oteros
"42.579387159361886, 1.3516688614756458",Alins
"41.53159233466722, 1.0237636646862387",Maldà
"36.79631177732332, -5.135908519663002",Arriate
"41.85380181552939, -1.9016139065071365",Ágreda
"40.883995800478615, 0.06291036990646887",La Portellada
"40.137823150266534, -4.831651527468164",Navamorcuende
"41.495270623172964, -6.140320534522904",Moralina
"42.04551463334593, -6.115430306309073",San Pedro de Ceque
"38.633355268019734, -0.66099713192007",Onil
"42.468371013059816, -4.144194671389148",Villamayor de Treviño
"41.92280409115457, 2.869159987936591",Llambilles
"41.21304627217458, -4.623820430268511",Fuente de Santa Cruz
"41.821818936484746, 2.67186559937699",Riudarenes
"41.123555219699185, -2.888016119553698",La Bodera
"37.41415906418604, -6.848816215192975",Trigueros
"41.05292825382405, -5.753992504078063",Valverdón
"28.801669211132772, -17.912492643442068",Garafía
"41.22264080425595, -4.34364387883855",San Martín y Mudrián
"41.56270639180778, -2.8880899501358455",Bayubas de Arriba
"41.27716808781014, 1.341389316597591",Bràfim
"42.97442902039991, -2.0047929835075404",Sierra de Aralar
"37.6368997906003, -6.675614494887249",Zalamea la Real
"43.191424534840664, -1.739617330773109",Arantza
"42.582781084980724, -1.7592965306798705",Artajona
"40.64938909646871, -5.443761342032867",Horcajo Medianero
"37.615226133924125, -6.087342635785598",Guillena
"41.224372090810256, -2.1616586961346944",Santa María de Huerta
"38.914740835692946, -0.19029845651982996",Potries
"37.42859780587277, -1.9394275593980397",Huércal-Overa
"38.56597838634294, -6.057539564304966",Hornachos
"39.78034473003996, 3.0288533367029573",Sa Pobla
"41.11134126965217, -4.763465766931085",Palacios de Goda
"42.15050807057399, -4.049599225911363",Villaverde-Mogina
"36.3317778534516, -5.7756591362540775",Benalup-Casas Viejas
"38.807688714769334, -4.876699570912609",Chillón
"37.431389574312234, -4.192579992307581",Priego de Córdoba
"36.84406468589064, -3.6876164632798347",Lentegí
"43.16558593340381, -2.0572014377457664",Irura
"42.4295372363329, 0.4632297269128742",Valle de Bardají
"38.36803862749489, -2.735979242935694",Orcera
"42.62158204004218, -2.9553930377723354",Galbárruli
"41.83680952873159, -6.182970501490776",Riofrío de Aliste
"42.1618118872062, -3.365018517948043",Comunidad de Tinieblas de la Sierra y San Millán de Lara
"41.41220317495908, -1.0702506688636453",Mezalocha
"40.86056789473786, -6.463720213389543",Villavieja de Yeltes
"40.997939016146866, -4.16288313912296",Valseca
"41.068290661111234, 0.5841714156058274",Benissanet
"41.94307837935385, -5.201899391073711",Villamuriel de Campos
"38.84442411245936, -2.475759691243943",El Ballestero
"38.33829081706376, -2.3480926527530133",Yeste
"38.578330293985886, -0.08870949981731979",l'Alfàs del Pi
"38.12954248882395, -6.166847043699569",Montemolín
"41.33498187224575, 2.041909566955027",Sant Boi de Llobregat
"36.978937915612434, -5.4762547050644494",Puerto Serrano
"37.25743142271675, -3.601564414107833",Güevéjar
"40.96615515740755, -2.906576936078792",Jirueque
"43.45444899184388, -7.2835593453710965",Lourenzá
"36.76761635902575, -4.423943247930152",Málaga
"42.01966476835461, -4.764465440019873",Baquerín de Campos
"43.22344689438348, -4.130703120456467",Cieza
"41.73511494032882, -4.2677287902932735",Villaco
"41.38919582768177, -5.689974615500963",Peleas de Abajo
"41.39519558987045, -0.8416580837876806",Puebla de Albortón
"42.20195490581193, -3.581517887901678",Los Ausines
"39.72913768020246, -1.3227765515598773",Aliaguilla
"36.96329769073736, -3.3792241525370246",Pampaneira
"42.1662178047988, -2.181865393280983",Préjano
"40.749047283008906, -4.005268837642216",Navacerrada
"43.45362136027632, -5.861926994448891",Llanera
"41.03804746119877, -5.651104927706089",Monterrubio de Armuña
"41.50980662498652, -3.6654960801993037",Villaverde de Montejo
"41.20694532041349, -4.679082012650465",Almenara de Adaja
"41.90675974563409, -5.794411139840275",Burganes de Valverde
"41.52657102427531, -6.05573076490521",Villalcampo
"42.28646073441044, -0.7759278922251195",Murillo de Gállego
"41.42025452490361, -1.5518199020839871",Paracuellos de la Ribera
"40.6285254826267, -5.3572918804460015",Martínez
"40.70740749939647, -4.555957866006523",Mediana de Voltoya
"41.505382739328084, 2.3838535246952746",Vilassar de Mar
"42.35872003301886, -3.5797173486445732",Orbaneja Riopico
"39.847505388186455, -2.723279300986705",El Hito
"40.56625207913209, -2.7413274397962137",Alocén
"43.37374868072951, -7.79597843701731",Xermade
"41.818112777725226, -4.306599692310806",Vertavillo
"42.317864175020105, -2.5840684292465674","Mancomunidad de Nalda, Sorzano y Viguera"
"42.09698020688085, 1.9653940888620216",La Quar
"42.765271293907595, -8.835979389254222",Lousame
"40.89467005077896, -1.9567007676410841",Herrería
"43.09779274295999, -2.3753600966559754",Antzuola
"37.10116906229992, -6.533785399557899",Almonte
"41.66779819265482, 0.15428056117451194",Chalamera
"43.50075341194358, -5.68243456844561",Gijón
"43.3207839072355, -4.7155446996812245",Peñamellera Alta
"42.44111934730664, -8.704865001191965",Poio
"43.129530323080914, -4.540131986114233",Cabezón de Liébana
"42.08240253086573, -2.7574001724807413",Montenegro de Cameros
"41.69166991095124, -4.372227490729152",Castrillo-Tejeriego
"38.96003232548479, -6.183414078060551",San Pedro de Mérida
"40.53129677553349, -4.600343643582654",Santa Cruz de Pinares
"40.680475027256556, -5.105507702842991",Hurtumpascual
"41.3545235232673, 1.9710718185211986",Torrelles de Llobregat
"39.92368337293064, -5.683362206240889",Casatejada
"39.34055796280162, -6.2316243974223795",Torrequemada
"37.98138655159744, -4.298722842474982",Villa del Río
"39.42906022765533, -4.252424549950816",Retuerta del Bullaque
"41.76348209019947, 2.7247892951735264",Maçanet de la Selva
"37.83353139793528, -6.444636876814822",Higuera de la Sierra
"42.226215347978325, -2.1928137798151104",Santa Eulalia Bajera
"42.34345488821335, -7.77987846819943",O Pereiro de Aguiar
"40.961669141567974, -5.679720466371888",Salamanca
"40.82349700488905, -4.272047647751869",Valdeprados
"41.46651217416121, -2.2975358614739156",Maján
"41.10027593120703, 0.873319847395844",Colldejou
"39.25486856555443, -1.0806296043542662",Cofrentes
"38.89673626284797, -0.10417538977811946",Oliva
"40.14591905183906, -0.367060141517202",Castillo de Villamalefa
"37.185100862722024, -3.844334414010687",Láchar
"42.20958214268812, 0.3847430160152379",Graus
"42.703499502475054, -5.766464290829632",Rioseco de Tapia
"42.461274098717126, 1.1467343758984796",Rialp
"37.14345749030033, -4.647185090948595",Mollina
"40.463441759246166, -6.0629245523501964",Madroñal
"40.28920252489721, -1.5033368802538494",Terriente
"39.61613352912463, -4.356825363609155",Menasalbas
"43.28051272542329, -3.2848718236083676",Trucios-Turtzioz
"42.11990664318097, -3.3159072798445024",Jaramillo de la Fuente
"38.00799607790238, -6.4179857772525235",Arroyomolinos de León
"42.361234386015816, -5.310083262310955",Santa Cristina de Valmadrigal
"41.947237486438276, 1.5990464951518897",Clariana de Cardener
"36.79563181004112, -4.009199810079849",Sayalonga
"41.112971315645616, -5.749229644567928",Forfoleda
"41.27852988786179, -3.5941259351419963",Castillejo de Mesleón
"41.39413998506851, -3.9489489843201455",San Miguel de Bernuy
"37.256798296694946, -5.962526482688992",Dos Hermanas
"41.67578452726848, -5.084765441883504",Barruelo del Valle
"40.925486139599556, -4.881836002377635",Constanzana
"42.62289417719477, -3.4447756781939765",Llano de Bureba
"37.71918907255636, -2.3982187650600784",Orce
"41.956664367013865, -0.5669876278918333",Tardienta
"42.62211107007939, 1.1183411889895452",Esterri d'Àneu
"42.169696856836566, -2.6119864210916073",Gallinero de Cameros
"39.74518847242525, -3.8023151315749586",Mascaraque
"38.33082249784721, -6.406481813062084",Medina de las Torres
"38.647052189060375, -6.6415444924736935",Santa Marta
"39.22127795779501, -2.315424273634912",Minaya
"37.70818040966959, -7.01483776875017",El Cerro de Andévalo
"37.96125468713814, -4.2318052717733785",Lopera
"38.384840985435304, -3.1014201138049686",Montizón
"41.1109144556775, -5.679429304394703",Valdunciel
"41.01059496452153, -5.3997211689827225",Villoruela
"38.81269541387299, -0.6552011079824058",Ontinyent
"37.3567086428279, -2.416307825229557",Armuña de Almanzora
"42.365773699968926, -2.231036220848557",Galilea
"41.611946597195214, -5.889360227522962",Palacios del Pan
"42.374033630229604, -3.312809287760714",Villafranca Montes de Oca
"39.81805843749972, -5.610440891068207",Belvís de Monroy
"39.44976844640582, -5.3201672896185",Guadalupe
"40.5375918834304, -4.018970535363685",Colmenarejo
"37.54866329748862, -6.168092189880636",Gerena
"41.63036282321451, -1.9591246873149364",Ciria
"42.07666291949672, -4.957002579844848",Villafrades de Campos
"41.36714611052034, -6.215430170214285",Muga de Sayago
"41.25730050372655, -0.27290264169108136",Escatrón
"41.241923929423116, -2.1265865584472783",Torrehermosa
"42.798182479982614, -2.1865863405867545",Monte Comunal de las Limitaciones de las Améscoas
"40.9351846360559, -4.8349222712063415",Cabezas de Alambre
"38.08147904373132, -6.069498596399135",Puebla del Maestre
"41.97961143754169, -5.596098772191658",Castrogonzalo
"42.076135859540535, -6.198731035527366",Molezuelas de la Carballeda
"41.5449988592936, -5.747937852610663",Valcabado
"41.62954826279466, 2.6040777851791628",Sant Cebrià de Vallalta
"43.04121336627724, -3.6523929156166948",Merindad de Sotoscueva
"38.875824425764, -4.12740084297039",Corral de Calatrava
"42.800938276575785, -8.871345504592785",Noia
"43.10695217106648, -2.018789616278584",Gaztelu
"42.33965834999723, -5.600320512996933",Villamañán
"42.90735056572477, -2.1081751722223965",Bakaiku
"42.565055005831034, -8.669807593913793",Portas
"41.089785806751195, -4.392467072555205",Ortigosa de Pestaño
"37.37197297712796, -4.942133470480636",Marinaleda
"39.582317891171655, -3.364967664407879",Villacañas
"41.5828126014182, -4.949691914385181",Velliza
"40.17153885218005, -0.5289263818355766",Cortes de Arenoso
"40.99759878733546, -2.482727606165989",Alcolea del Pinar
"40.774169098367054, -2.3971919206545764",Ocentejo
"43.27407256890285, -2.169211551205457",Zarautz
"36.548402950376506, -5.300498735448458",Benarrabá
"42.05029383925602, -4.588333075073399",Grijota
"41.17050545198035, -5.883160181087577",Palacios del Arzobispo
"41.001863472275616, -4.07495008439257",Espirdo
"41.75305622927742, -4.381873588056267",Esguevillas de Esgueva
"37.16239926258973, -2.766765625417653",Abla
"40.42369048624539, -2.6015862018082774",Alcohujate
"42.38522697582941, 1.3288029957256127",Montferrer i Castellbò
"40.85166209648899, -5.351491959177803",Tordillos
"41.26067286001572, -3.646331880378409",Sotillo
"41.44075296014298, -6.213371086683375",Argañín
"42.03362571837905, -5.757320830326225",Manganeses de la Polvorosa
"42.507301022286505, -2.6248706249298706",Elciego
"38.7315628860996, -0.2743585604872936",Fageca
"41.94899091472691, 2.0703501806315443",Oristà
"41.31002189845884, 2.098794471115762",El Prat de Llobregat
"39.802031357012126, -3.845118918489014",Almonacid de Toledo
"41.68994569949807, -3.6848378201131595",Aranda de Duero
"41.62752797967299, -3.6824683677202854",Fuentespina
"42.68811877612701, -4.213227935214726",Rebolledo de la Torre
"42.46804397579628, -6.896027301642213",Rubiá
"43.340673360535014, -6.849944498816075",Illano
"41.37119027095946, 0.9923342638545517",Vallclara
"42.08057819760714, -3.44008269864176","Comunidad de 09314, 09374, 09356 y 09126"
"38.940426055174825, -2.5836187505990575",El Bonillo
"37.06153129134207, -2.761209761305226",Ohanes
"41.43909682371155, -2.6411569608680785",Barca
"40.70206561690453, 0.2741314018090009",La Sénia
"40.15108123906868, -1.411847067132092",Veguillas de la Sierra
"39.26449141621589, -5.975200873128229",Robledillo de Trujillo
"39.88514869720811, -5.859550387355543",Toril
"41.821418544291035, 3.0465316875727577",Castell-Platja d'Aro
"40.66872816658015, -2.762774897200913",Budia
"42.66321588380999, -1.6234019461476008",Unzué
"42.19726683977917, -8.62306217060255",Mos
"39.57431780242754, -0.3318706467549734",Massamagrell
"43.03022999308889, -2.690883861793451",Ubide
"41.82381339957457, -1.7342930001087589",Trasmoz
"39.121376722320285, -1.6674071590160173",Valdeganga
"40.44254742449302, -1.720280719226691",Griegos
"38.979515612756586, -5.07681400989162",Siruela
"41.37688580885738, 1.722442994009959",La Granada
"38.152345756267046, -0.7975773034655521",Catral
"37.292970966944125, -2.2305731511378384",Líjar
"41.004066566517, -5.492828282130795",Aldearrubia
"40.576526102080784, -5.628562260638676",Aldeavieja de Tormes
"40.36965303481332, -6.759808881028388",Casillas de Flores
"43.114339012267706, -4.076046193477772",Bárcena de Pie de Concha
"40.09383097333604, -5.043066226646404",Parrillas
"39.1044300799611, -0.7784390196601634",Quesa
"38.78508171374178, -0.06616581387483046",Orba
"41.63233111546593, 2.6725871730857746",Pineda de Mar
"42.65887942870838, -3.2598812935924952",Busto de Bureba
"39.20016643735733, -4.184669854528943",Porzuna
"42.60435154275289, -5.78601616116716",Cimanes del Tejar
"42.39599923676328, -2.8593024391227915",Cañas
"41.1234569958303, -6.432607307190018",Villar de Samaniego
"41.595454679497266, -2.017279929162391",Reznos
"43.346468408119215, -2.763606484653623",Arrieta
"41.47735077073652, -1.706787906366904",Aniñón
"42.72384290405943, -4.081105990864002",Valle de Valdelucio
"39.20769317543703, -2.9695983807376436",Tomelloso
"37.042965699097216, -2.808655718588781",Beires
"37.287723926030075, -2.3438708159367625",Laroya
"42.01874673645638, 1.7750381639102315",Montclar
"41.213713081243895, -3.101079878827355",Condemios de Abajo
"42.211656020153455, -5.578329306142792",Algadefe
"42.70666174566456, -4.666654593709067",Congosto de Valdavia
"42.2139859515584, -4.249939849067016",Villodre
"41.6500345554128, -2.175740084851236",Buberos
"41.60990571405109, 1.7635017823047865",El Bruc
"42.03467806643278, -5.501155094995663",San Miguel del Valle
"40.164065468806896, -6.626207177352519",Villasbuenas de Gata
"38.4690971460682, -3.488469150227526",Almuradiel
"39.50773732603382, -1.5697565590603013",Minglanilla
"37.560196657192236, -3.5092302575887397",Montejícar
"36.991595985503146, -3.5029139535960265",Nigüelas
"42.534864657059615, -2.3078626203138244",Bargota
"43.39302721279391, -5.68537365329153",Siero
"42.50556295514724, -8.801273728158618",Cambados
"41.33891329367304, 0.9487819808468307",Vilanova de Prades
"39.64139171904706, -3.994969447249533",Sonseca
"40.02378927247545, -3.9115378153281903",Villaluenga de la Sagra
"39.39270072750179, -0.4174515904999052",Albal
"43.36097697485378, -2.83571306343972",Mungia
"42.59519136190805, -2.5145122337941044",Kripan
"40.103475905083684, -0.0012213804286234822",la Pobla Tornesa
"38.559718055954995, -2.9198852211547903",Puebla del Príncipe
"36.8519099018884, -3.6033899499290616",Los Guájares
"40.85990244666036, -2.369844468403688",Esplegares
"37.455157015527085, -7.207842984321872",Villanueva de los Castillejos
"41.00784135950756, -6.312435807541319",Peralejos de Arriba
"40.544996426493086, -6.337621809385904",Serradilla del Arroyo
"41.722706393691965, -1.8272565474388656",Beratón
"41.02901804594358, -2.2792357900116116",Luzón
"42.55122158507204, -5.885317034160668",Turcia
"41.609249402567116, 0.46592847377294894",Alcarràs
"42.76172617084443, -7.216655671721913",Triacastela
"40.74162107730096, -5.645956591327579",Beleña
"40.79518453542215, -5.148820465601491",Mancera de Arriba
"42.97532338511699, -2.5644906890901913",Leintz-Gatzaga
"40.442319141654245, -3.3251636076527014",Villalbilla
"40.91534730175924, 0.5523181203820756",Tivenys
"41.796098064560766, -1.166899442055481",Cabañas de Ebro
"41.659407856993504, -3.853775117785171",Hoyales de Roa
"42.30003961120124, 2.1713938453432964",Ribes de Freser
"43.13151893538002, -1.960587719939622",Berastegi
"42.73667316110794, -0.23975582127036818",Panticosa
"37.364169064055154, -6.328041853818103",Carrión de los Céspedes
"41.51638731930068, 1.9099766730970134",Abrera
"41.99421490229805, -3.789026138047093",Quintanilla de la Mata
"41.62839622416877, -3.5725225574842416",Vadocondes
"39.40822938226078, -2.432871913315204",San Clemente
"40.82320581761096, -2.28837385323018",Huertahernando
"40.845082144370814, -3.2182122464372123",Robledillo de Mohernando
"41.62568713222005, 0.28559660850380514",Zaidín
"37.96221233080671, -3.808427971161955",Mengíbar
"42.326931479113206, -2.4823217881645703",Nalda
"42.56404646425818, -7.367292534707798",A Pobra do Brollón
"40.46876494849906, -3.895133369388674",Majadahonda
"40.605766610465224, -6.35741321104643",Tenebrón
"28.63125926063052, -17.790558236774864",Breña Baja
"28.35306498203689, -16.646302814508676",La Guancha
"40.16713700911771, -0.6077498836287588",Fuentes de Rubielos
"40.90050341508321, -0.4742095758849548",Los Olmos
"40.89039319349966, -1.443589885028764",Torralba de los Sisones
"41.94368276461461, -6.29176149941907",Villardeciervos
"39.07887610239357, -5.238080119969271",Puebla de Alcocer
"42.1587601178155, -4.014706921274875",Belbimbre
"42.27609709498216, -3.621059044905775",Carcedo de Burgos
"41.43297395531058, 0.9230826797571242",L'Albi
"42.37953899464806, 1.6140532484752004",El Pont de Bar
"42.57329844449927, -2.7467842302903227",San Vicente de la Sonsierra
"40.480345681062545, -4.242073237355043",Robledo de Chavela
"36.96442394009098, -4.263888470946615",Alfarnatejo
"41.693599002121395, -2.2745940015251738",Cabrejas del Campo
"41.900610864709165, -2.808258983155249",Salduero
"41.965368980459964, -5.638205422546777",Villanueva de Azoague
"40.611027582880325, -4.806366391060072",Salobral
"38.86031177148633, -6.2780982145371125",Don Álvaro
"37.1728781569487, -2.4880063650409547",Olula de Castro
"42.478703304775074, -2.8633638755170177",San Torcuato
"40.51434200905425, -3.5246498847243686",Paracuellos de Jarama
"42.55550322419116, -4.016013042499026",Villadiego
"42.58998453965781, -0.9922270180060889",Artieda
"41.58199183756359, -0.6853816104846906",Nuez de Ebro
"38.64188645405877, -5.772725736177444",Higuera de la Serena
"42.98438491690877, -2.835889452555852",Zuia
"41.61339112648592, 2.1305063054293365",Sentmenat
"42.31678871269049, 3.1872017532759602",La Selva de Mar
"37.74003260490766, -4.190103587564295",Santiago de Calatrava
"38.07576233979699, -1.7463374457755194",Cehegín
"41.15789712825437, -6.695942852068495",Mieza
"40.660709076411564, -6.101149135136627",Tamames
"41.430564301595034, -4.060903401873075",Fuentesaúco de Fuentidueña
"40.23492477458248, -1.418663335274085",Jabaloyas
"39.01885951988668, -1.074263552048494",Ayora
"43.36509037855859, -2.893638510888987",Gatika
"43.510304963314155, -6.762766049738757",Cuaña
"39.6893601580419, -6.513004640982673",Garrovillas de Alconétar
"42.402676677864996, -0.7163288010130385",Las Peñas de Riglos
"41.49728692103927, 0.9242261998150998",La Floresta
"41.65514876566606, 1.4058660484424494",Sant Guim de Freixenet
"42.16864610030558, -4.840156432217426",Mazuecos de Valdeginate
"42.65451699876596, -4.708140953914942",Tabanera de Valdavia
"42.04791220225889, -4.911820846412216",Villarramiel
"40.4645923655314, -6.032934393554763",Cepeda
"40.87940379247263, -5.3935826316008875",Peñarandilla
"41.006939197676644, -5.654512420849081",Villares de la Reina
"41.10818990725892, -4.042776648280533",Torreiglesias
"41.24584216596843, 1.1042030842086406",L'Albiol
"38.829191844035584, -0.0357844379381932",Benimeli
"36.966377994840926, -2.686291045723446",Instinción
"41.23783646268578, 1.220264634532296",La Masó
"39.803787393771096, -0.6787245415688864",Alcublas
"39.43390240182568, -0.43621764734468343",Picanya
"43.34667967746495, -3.088437784313011",Zierbena
"41.508890977269616, -3.7831532283808236",Aldehorno
"41.187339179769474, -3.8037526964135475",La Matilla
"42.1367696898567, -5.31446403508218",Castrobol
"41.657329987357265, -5.499908356426305",Malva
"43.26438442381383, -1.8885107965989345",Errenteria
"41.081678114125616, -5.3290093008203465",Cantalpino
"36.98198857726516, -2.646245573269855",Íllar
"40.38770186819314, -5.38674161005632",Avellaneda
"43.275233803829884, -8.22313856425054",Betanzos
"41.35823310832099, 2.112213509948281",L'Hospitalet de Llobregat
"43.525493837076745, -6.055312753834979",Sotu'l Barcu
"42.29524224232414, -4.859620804082338",Villalcón
"38.62139029514189, -6.548301647810934",Villalba de los Barros
"38.61788599110239, -0.27883366635950113",Sella
"37.61898204319331, -7.014211010087074",Villanueva de las Cruces
"42.40357912082452, -0.5100225606990252",Caldearenas
"42.22242518564458, -2.1663025295391596",Herce
"42.5059691259455, -7.647951637795599",Pantón
"40.55312583282051, -5.945101136380525",San Miguel de Valero
"41.75663694069362, -5.053772195176365",Castromonte
"42.14592245284635, -6.32798834398125",Muelas de los Caballeros
"37.71233941544651, -2.9474018916031515",Pozo Alcón
"42.13644846214726, -2.252563036975439",Enciso
"41.8025604094408, -1.4619580141902864",Alberite de San Juan
"38.461612969616255, -6.080327587594687",Llera
"38.78280106652258, -1.7597100721375474",Pozo Cañada
"41.461885602975514, 2.2365941287819293",Badalona
"41.36625106583878, -5.0932942323085255",Nava del Rey
"41.734039780242156, -3.8050486908153855",Gumiel de Mercado
"42.523776894648584, -3.904531516655914",Las Hormazas
"40.86446090392106, -1.6711456027908158",Campillo de Dueñas
"42.443331864355024, 1.454653055475456",Les Valls de Valira
"43.27960562847693, -6.937962803013436",San Martín de Oscos
"43.379930794794674, -3.7593627953494897",Medio Cudeyo
"41.75399602889288, -4.091028958481186",Encinas de Esgueva
"41.78410404406068, 1.5420607278299074",La Molsosa
"43.13797362516657, -1.6909137545721378",Elgorriaga
"42.59804195307708, -1.9961331096302057",Morentin
"41.63540888220849, -2.660284096973214",Quintana Redonda
"41.21139485674188, 1.1345278677925668",La Selva del Camp
"37.449897690981516, -2.1360289604989804",Albox
"41.54749025880166, -3.7886695379860584",Moradillo de Roa
"41.575524991252884, -3.7506508676603385",Torregalindo
"40.322038389762724, -5.812185299799566",La Garganta
"39.987070471216896, -0.5721026082672789",Caudiel
"42.32485663189607, 3.2163407502575",El Port de la Selva
"37.61272423029738, -2.912924371966678",Cuevas del Campo
"40.46340558786574, -2.5819603254469987",Alcocer
"42.571854786342634, -2.902670902728214",Anguciana
"43.439512680465256, -7.368082959377827",Mondoñedo
"42.58155043054796, -2.1328371514246074",Barbarin
"43.064861700733054, -4.534814117755909",Pesaguero
"41.61409548012457, -2.456648521551758",Cubo de la Solana
"39.192805930951586, -0.523958548135003",l'Alcúdia
"38.927224732699074, -0.49400232437405317",Guadasséquies
"41.00149081804314, -4.965722431285757",Cabezas del Pozo
"38.247536081565904, -5.878774157788828",Ahillones
"39.79629267511315, 2.7512019897940436",Fornalutx
"39.61890260444128, 2.9762695474068392",Lloret de Vistalegre
"36.994586758208854, -3.9996482501668056",Alhama de Granada
"37.18794814117354, -2.9357580637811944",Huéneja
"41.113278596238835, -3.1349735276985324",El Ordial
"43.09025706036562, -1.663112594633227",Donamaria
"42.66163099918766, -1.7854088448318848",Obanos
"41.73661199105348, -5.969807491342854",Olmillos de Castro
"39.09341500810889, -6.665827174607385",La Roca de la Sierra
"37.19394152720056, -6.892656369338356",Palos de la Frontera
"42.609112358008666, -0.8618542681349799",Canal de Berdún
"42.27340385961228, 0.34345424596200347",Perarrúa
"42.55760433668866, -3.0474544291159904",Treviana
"41.03387167899225, -1.1980337807464263",Lagueruela
"42.59294354342404, -3.267328041679335",Grisaleña
"37.049791712427464, -3.2598302924597533",Trevélez
"42.32885430128119, -6.095783282762153",Destriana
"42.83741701518811, -1.6440666254599638",Ansoáin
"42.30057146549332, -7.907361663908114",Barbadás
"42.406206588358465, -4.886244626792952",Lagartos
"42.331344536698275, -8.424381267718456",Fornelos de Montes
"40.6438641550827, -5.267025139233684",Pascualcobo
"39.02740813483381, -3.3762936771142673",Manzanares
"42.754546019271835, -6.732246275213047",Vega de Espinareda
"38.00694495832612, -2.026668762371262",Caravaca de la Cruz
"42.56256879434585, -1.4994846723562159",Lerga
"42.64793060095327, -1.2899668685688541",Lumbier
"37.00736423647084, -5.231536002705984",Pruna
"41.13120173640621, 0.9031844570948705",L'Argentera
"41.18306868860503, 1.4049451544422584",La Pobla de Montornès
"39.13803196390074, -0.3235705450565918",Llaurí
"41.86732885885386, -6.465557006639252",Figueruela de Arriba
"37.498424327194634, -3.3587848709785586",Torre-Cardela
"38.25290228173745, -2.6588517291159417",Segura de la Sierra
"42.8234426615839, -5.407285692857822",La Vecilla
"40.81719404364393, -3.6769578556694262",Navalafuente
"42.491247845121755, -2.2309604419440103",Lazagurría
"41.93993892044889, -8.83319112525532",O Rosal
"38.38499206367101, -0.6950042006447161",Monforte del Cid
"39.94329676252023, 4.03792794272184",Es Migjorn Gran
"41.49907163576391, 2.291937926929467",Alella
"42.72449094414457, -2.9027603239172124",Erriberabeitia
"41.58315850852119, 2.547394581319411",Arenys de Mar
"43.35620070299246, -2.5486295076162837",Ispaster
"40.94926594519688, -4.712585188912352",Tiñosillos
"39.096673596894256, -5.80243228518208",Villar de Rena
"41.83036065687156, 2.2814183616808004",Seva
"38.93072462171998, -4.000486442400319",Poblete
"37.91631612661354, -4.372479384349447",Bujalance
"39.827258571541634, -2.7816139929798385",Almonacid del Marquesado
"42.057267733424666, 3.1607048906118016",Torroella de Montgrí
"42.930641312081335, -7.434501907910807",O Corgo
"42.54403653144074, -2.1892558125869344",Los Arcos
"42.058621985976366, -6.0483353901545",Brime de Sog
"41.606713713306384, -1.6992361120946844",Oseja
"41.48060575967818, 2.122738656468607",Cerdanyola del Vallès
"43.04520814552326, -8.277529719517515",Frades
"42.01006761640034, -4.897619330582724",Capillas
"42.243307371823754, -8.444912855360764",Mondariz
"41.052056541288984, -4.540077259245474",Aldehuela del Codonal
"41.54934041841575, -3.949837372822618",Cuevas de Provanco
"37.4402717861633, -6.178269014432785",Albaida del Aljarafe
"40.62659407597975, -1.2744167100657557",Torrelacárcel
"40.054176196935984, -4.10076379164923",Arcicóllar
"41.993731337829246, -5.918115742511934",Santibáñez de Tera
"41.07061935050161, -1.323799048700434",Anento
"40.697369295422604, -4.593130152640468",Berrocalejo de Aragona
"40.62226740760665, 0.22462498347421786",Rossell
"36.762248525163585, -3.583365721791095",Salobreña
"40.784545531891396, -4.832952018178651",Aveinte
"41.81817611855162, 2.2115777909978855",Balenyà
"42.41454975587585, -3.536765789904377",Quintanapalla
"42.61974494664414, -6.625733625975973",Cabañas Raras
"40.55708151832609, -3.323072402244313",Meco
"40.33988055401703, -3.5283226189364134",Rivas-Vaciamadrid
"36.605181917565474, -5.1976715001474325",Faraján
"42.648757872678054, -2.0469966327581126",Ayegui
"42.941865273732375, -4.547600133803166",Polentinos
