Geo Point,Official Name Municipality
"39.37361187189862, -0.6867781635434972",Turís
"41.87167718458284, 2.1096819008564003",L'Estany
"42.63709960794574, -3.2070585492848296",Cubo de Bureba
"42.450699754873, -4.187671214589895",Padilla de Arriba
"39.85505270922546, -5.565455000581304",Millanes
"36.7770567727035, -3.30123787491495",Polopos
"41.922546331116436, 0.9448384034960801",Alòs de Balaguer
"36.97804377936419, -4.926914899389485",Teba
"42.56659961122768, -2.3592127570690993",Aras
"41.10859820245565, -5.826940500352825",El Arco
"43.24987765513591, -2.4702980275082784",Etxebarria
"42.194506005916004, -0.7829390942547155",Ardisa
"38.76589375978247, -0.07701092994185868",Murla
"41.367894867046765, -3.339778774642497",Ayllón
"41.54723539673863, -5.9946893211835866",Muelas del Pan
"40.539297934333064, -0.26811984626528673",Portell de Morella
"38.8993691049312, -3.7295083444100805",Almagro
"42.29444432648384, 2.9122287624868286",Llers
"40.620594206507626, -2.3326122439424184",El Recuenco
"41.469680980720064, 0.6255259915466548",Alcanó
"41.49687770678863, 1.0766082029396202",Els Omells de na Gaia
"36.649048782853654, -4.683803949757746",Alhaurín el Grande
"42.327111265065625, -4.615952293157424",Carrión de los Condes
"42.215791781348116, -4.43978841462641",Piña de Campos
"41.22486566407342, -3.8184815227790905",San Pedro de Gaíllos
"37.337516472862994, -6.213221419322775",Benacazón
"39.71330667934232, -5.581716523256562",Campillo de Deleitosa
"39.75031113042959, -5.389798758239192",Peraleda de San Román
"38.60405544834788, -3.8793105934066947",Villanueva de San Carlos
"39.21067816234001, -3.434964632315055",Villarta de San Juan
"42.327969158053506, -2.0361645633217362",Pradejón
"40.36191644904124, -4.365811552265885",San Martín de Valdeiglesias
"42.373198609218505, -8.156536371383472",Leiro
"42.536070184184766, -4.464706242793312",Villameriel
"42.73395972960778, -3.497218811696781",Aguas Cándidas
"42.20149220081474, 2.6981734521401246",Besalú
"43.05390194165937, -2.1310420501699103",Gaintza
"43.05202054773534, -2.2960351408337063",Gabiria
"42.20088675140584, -2.330478280543226",Munilla
"40.56226897400388, -3.375933618282372",Camarma de Esteruelas
"42.346254458487174, -1.528784153998354",Mélida
"42.626959250021265, -1.1927096609070957",Yesa
"42.03950987432857, -4.299812108195468",Torquemada
"41.40243180729111, -3.7971776431403654",Castroserracín
"40.455076414801425, -4.946684149993399",Navalacruz
"42.08442574710566, 2.7620736243572654",Camós
"42.32586214238192, 2.035701604298448",Toses
"41.86027789090442, -0.24956735001593797",Lalueza
"41.86524749850392, 1.3084446650670434",Sanaüja
"40.222738339889254, -3.926012203758333",Batres
"41.93853565978454, -1.444518945606336",Cortes
"42.370765845516694, -8.010897027901198",Punxín
"41.022098183044825, -3.9037121435456403",Collado Hermoso
"37.10596437743598, -6.144340637606539",La Puebla del Río
"41.9180094533726, -2.0128297084289493",San Felices
"38.9066476383654, -0.26410379463503497",Castellonet de la Conquesta
"40.690383674116134, -3.5107181816486155",Valdetorres de Jarama
"36.8605089362531, -4.991332292769192",Serrato
"27.984338491918784, -15.50902924204531",Valsequillo de Gran Canaria
"41.113750586114975, -4.695842877977227",Donhierro
"41.67036195067425, -5.5921742130180245",Aspariegos
"42.26607943160328, -3.879499944111528",Estépar
"42.12450062968302, 0.1466858819578359",Hoz y Costean
"40.85628135347333, -0.10059109329587351",La Cañada de Verich
"40.01597714965543, -4.785541115023923",Pepino
"43.149222371463374, -2.928112408854257",Arakaldo
"42.19329960627165, -4.022712146519634",Villazopeque
"40.20982733271223, 0.20149516698167166",Torreblanca
"38.13276032589953, -5.076434350117788",Espiel
"42.26246995306388, -3.8020321796167105",Cayuela
"40.02182346901431, -5.750256722852428",Jaraíz de la Vera
"40.285550447853346, -2.187233732957222",Sotorribas
"42.5506689443475, 0.47770297000897416",Sesué
"41.71158623927273, 0.6210485094830127",Vilanova de Segrià
"41.04266210065462, 0.2816608683346782",Caseres
"41.7752219748099, 2.64895611829108",Massanes
"42.20828072971454, -5.412654672500908",Castilfalé
"42.53752262089295, -2.8266605184564897",Ollauri
"43.26685142745268, -5.9020162148806",Morcín
"40.49922009237575, -6.442008231642022",Zamarra
"41.36214814212306, -4.287085837377705",Cuéllar
"40.902054586742985, -0.7240690831861554",Obón
"39.138337665575555, -0.4941353255028632",Benimuslem
"41.35048573314982, -1.2084755471955537",Cariñena
"37.77197902831355, -6.508836648975423",La Granada de Río-Tinto
"43.162200239923514, -5.3329934383866995",Caso
"40.83592398494417, -4.142802103367034",La Losa
"37.210276419712905, -4.775370907243604",La Roda de Andalucía
"41.82223415661685, -2.67994383505196",Soria
"40.00941359831999, -4.08399327217839",Camarenilla
"41.346735049995694, -1.8101145344615426",Ateca
"42.05332895635148, -3.384557047571616","Comunidad de 09076, 09150 y 09578"
"36.399777541606156, -6.109958082509127",Chiclana de la Frontera
"37.720276969529856, -5.092332374368599",Fuente Palmera
"40.51339922495449, -2.37994652036147",Arandilla del Arroyo
"40.89533615346638, -2.7619474975050986",Almadrones
"42.47066130917523, -2.087121770095151",Sesma
"40.83072862201821, -5.589843185833274",Valdemierque
"41.1489133606835, -3.860762011599022",Arahuetes
"39.054407948663645, -0.4921036037571143",Manuel
"42.285052028992, -3.788663858951542",Albillos
"42.30630920695618, -3.9971630618567753",Iglesias
"37.67493313854428, -3.546987546334317",Cambil
"40.390659772456914, -4.923339709186955",Navalosa
"42.68665557078148, -2.3608927068559296",Campezo
"39.2075819000963, -3.50755479820856",Arenas de San Juan
"38.01346653979937, -5.0081166930637515",Villaviciosa de Córdoba
"40.03615712620258, -1.66607463408475",Cañete
"37.01916546158483, -3.142540752047685",Alpujarra de la Sierra
"42.58498986166935, -2.8615071259870466",Haro
"41.14130871740931, -4.340719023145312",Bernardos
"41.71559765001867, -3.2955036356745038",Alcubilla de Avellaneda
"41.28044444033699, 1.481325795491413",La Bisbal del Penedès
"40.15173473502485, -3.9872499988062367",El Viso de San Juan
"39.73424195527391, -0.23679000666202438",Benavites
"43.1728196378735, -3.080099475402795",Gordexola
"40.739877596771656, -2.854086904602589",Brihuega
"37.75219172741095, -3.6989186103160616",La Guardia de Jaén
"40.28995136960931, -3.210676644990838",Orusco de Tajuña
"42.1858961041991, -8.21025666920496",Crecente
"39.36326599693164, -0.5842458275408398",Montserrat
"41.05949998258138, -1.7105697255536076",Aldehuela de Liestos
"40.19209162360682, -4.938636464661151",Lanzahíta
"39.814771562264625, -2.329342617792105",Belmontejo
"37.92472541038903, -7.188922818897508",Rosal de la Frontera
"40.594721442435855, -4.245300882816625",Santa María de la Alameda
"40.076163666936935, -3.248712786002385",Villamanrique de Tajo
"40.61173675516886, -5.768178548143979",Casafranca
"41.235751188388925, -4.10046678573562",Aguilafuente
"41.0076940763855, -4.2208382467184355",Los Huertos
"42.70842344209981, -3.0745736136649064",Santa Gadea del Cid
"40.01497604106831, -2.5405315583957955",Torrejoncillo del Rey
"41.87374774344969, 2.4230380990539553",Espinelves
"42.06449044904268, 2.54942950340814",Les Planes d'Hostoles
"39.83660647609889, -4.73977058079744",San Bartolomé de las Abiertas
"41.87637864075967, -1.7912171439918754",Los Fayos
"41.111121651476644, -0.9593558304573218",Plenas
"41.51115242672434, 1.7499446232642437",Piera
"41.81588912639771, 1.6698884918815384",Sant Mateu de Bages
"41.603917913847276, 1.9174856498924546",Vacarisses
"39.21574818221275, -3.644094509376704",Villarrubia de los Ojos
"37.48960447426773, -4.449899395469515",Cabra
"39.929061255799795, -1.4668562041021525",Fuentelespino de Moya
"42.8431570078745, -1.6697696576791008",Berriozar
"43.10688448546441, -3.9011408848823885",Luena
"39.73588271958899, -4.1645164521520375",Noez
"43.23130276229315, -2.8881117584904463",Basauri
"43.34708217146092, -2.487151871617903",Mendexa
"41.325330397158915, -1.8721487072527416",Bubierca
"42.14051677896869, -3.8403510894874255",Villaverde del Monte
"39.68229196295069, -2.6415798951518794",Fuentelespino de Haro
"39.87216996012058, -1.6459752181544174",Villar del Humo
"42.37145801902237, 2.9076742886445426",Capmany
"40.44013038382418, -4.129971359766648",Navalagamella
"41.961314904696415, -1.5857343663704366",Ablitas
"42.99047093075697, -1.3380422924071969",Auritz
"41.9350140303115, -7.737600339158337",Baltar
"43.549263062355365, -5.992490796976462",Castrillón
"42.67282516480633, -4.303957341121811",Alar del Rey
"37.11035425348764, -5.014544238577505",Los Corrales
"38.9963622434145, 1.3585900961894575",Sant Antoni de Portmany
"42.08407817052075, 2.9886530949818475",Colomers
"42.88775551446414, -2.2015874802034423",Olazti
"41.44291981270935, -4.474955758993293",San Miguel del Arroyo
"39.616252257504044, -1.795728186316052",Campillo de Altobuey
"36.834743458876815, -3.921627190947692",Cómpeta
"42.15883450924655, -7.973346778000045",Celanova
"40.857395805808004, -5.974162962642481",Robliza de Cojos
"42.40272647552235, -2.6310002152610346",Ventosa
"42.059169597061974, -4.84637402468686",Abarca de Campos
"40.79553229000444, -5.986044440311785",Villalba de los Llanos
"41.2949469259431, -3.771493494224832",Sepúlveda
"39.56019973577776, -0.655332610554427",Vilamarxant
"43.39789247804755, -2.962195313917967",Barrika
"42.105294229063205, -5.725486323597011",Pobladura del Valle
"40.2945444448815, -2.387744386142335",Castillo-Albaráñez
"42.54934964418948, -1.0296665914570737",Los Pintanos
"38.64453190037068, -0.7479472064192052",Biar
"41.88173371102074, -2.8258475409599844",Molinos de Duero
"41.182683165229946, 1.2129941404646878",La Pobla de Mafumet
"39.21582811881201, -6.950971459979441",Alburquerque
"38.69431748820212, -5.623914448182425",Malpartida de la Serena
"42.264609144692656, -3.658498509324479",Modúbar de la Emparedada
"39.76508815757676, -5.551650645974787",Mesas de Ibor
"41.0919401488493, -3.5114027317816996",Montejo de la Sierra
"42.25566958105406, -4.598271600673776",Villoldo
"37.458774128301634, -6.169071274388105",Olivares
"40.97514608995324, 0.0879701650486952",Valdeltormo
"39.40299314291609, -0.36157060730590085",Alfafar
"39.05925924794668, -1.482250490270006",Pozo-Lorente
"36.87631727974154, -2.6988025296185314",Felix
"41.961954468891946, 2.225875540383658",Gurb
"39.47087581266341, -7.004215126737253",Salorino
"37.123240889195586, -3.616359979407341",Ogíjares
"40.875979131057925, -2.138039859520206",Cobeta
"43.09686785627894, -2.068121683099362",Altzo
"41.58078584102825, 0.25496033878093033",Velilla de Cinca
"42.517939152399606, -1.57386668184557",San Martín de Unx
"42.51572687906965, -1.7100458632503044",Tafalla
"41.16013090185214, 0.8152970353487471",Falset
"40.521292702079045, -0.3961985019466156",Cantavieja
"38.50781304799138, -0.9104737131647499",Salinas
"41.632901955085565, -3.8725859532046445",Fuentecén
"42.18585379760204, -3.869691227322544",Presencio
"43.045445716460115, -8.806812388073405",Santa Comba
"42.451276525279994, 1.8674842048566584",Guils de Cerdanya
"40.81906480305918, -1.6653888352269983",Hombrados
"43.082232385064984, -2.1809171707431743",Itsasondo
"42.36331688338345, -5.930832407557042",Santa María de la Isla
"41.857093603949714, 1.173135609050061",Oliola
"38.00848692505103, -1.5405002602885804",Mula
"40.92753408388835, 0.4089090571152796",Paüls
"42.074567797731056, 2.6021974661535414",Sant Aniol de Finestres
"42.34750889515169, -5.536016279477192",Fresno de la Vega
"42.11291125758411, -4.634299361246006",Becerril de Campos
"40.128384529294195, -4.614958547534451",Nuño Gómez
"40.27210136883518, -5.6325321264242385",Puerto Castilla
"39.61726532530878, 3.305340486267715",Sant Llorenç des Cardassar
"42.029018005946746, 1.9439702304523454",Sagàs
"40.1380723254252, -6.400367053477898",Pozuelo de Zarzón
"39.650572512167464, -5.256938730111564",Villar del Pedroso
"43.27643593183344, -1.8390789148607654",Oiartzun
"42.487102531349244, -5.674883472474427",Chozas de Abajo
"42.60882623159476, -1.4559494108746063",Ezprogui
"42.72906712626398, -1.4794525843658786",Unciti
"40.34184395966295, -5.86444060636651",Peñacaballera
"41.15837847904768, -3.7704437141959306",Orejana
"41.283721641971624, -3.8743896685812755",Sebúlcor
"39.05100043239297, -5.801607707036651",Rena
"39.45723438587643, -4.841532402556798",Anchuras
"40.45086759768447, -5.668228515485821",Sorihuela
"39.487737474133915, -0.742283714277409",Chiva
"41.89731697379384, -3.6757792340563036",Comunidad de Cilleruelo de Arriba y Pineda Trasmonte
"37.378978552505814, -2.3611870773116057",Purchena
"38.83014663596519, -4.0545760209856905",Caracuel de Calatrava
"41.7224649250369, 2.8346094291278736",Lloret de Mar
"40.35205742959156, -5.892443948983084",Montemayor del Río
"28.80921251803328, -17.82211071527734",Barlovento
"41.45328789482234, -3.4957088280769733",Alconada de Maderuelo
"41.05294195488284, -4.602104100913942",Codorniz
"37.31493932085515, -6.057620978400329",Palomares del Río
"39.426110558573214, -0.6663446980598793",Godelleta
"38.97406978525729, -6.413124636060159",Mérida
"42.76054867825491, 0.7077494142433096",Arres
"40.81082533081129, -5.782286292070875",San Pedro de Rozados
"43.35154480353471, -3.2299435495989113",Castro-Urdiales
"37.5220375986941, -5.092055616837245",Écija
"41.132132237564555, 0.732099193979056",El Masroig
"40.72319264562916, 0.4813547521337782",Santa Bàrbara
"39.14888170006379, -1.1097633958577005",Jarafuel
"43.30826625555241, -2.9991146360499155",Sestao
"41.79954672345406, -5.493895757073815",San Martín de Valderaduey
"42.20050694405042, -3.4896625140147943",Comunidad de Revilla del Campo y Torrelara
"39.47987036011335, -3.6890362587487386",Consuegra
"39.72281837365232, -3.4380111055047804",El Romeral
"41.46195810225306, 2.0730571306707346",Sant Cugat del Vallès
"39.296212848544165, -6.048683039516569",Salvatierra de Santiago
"37.213450789256505, -2.9553470490905336",Dólar
"40.553898208426666, -2.5664034432975376",Escamilla
"37.63551269451085, -7.301985438288202",Puebla de Guzmán
"42.33481816195277, -5.4549928438026525",Pajares de los Oteros
"40.90664995977831, -5.71931160967523",Aldeatejada
"41.122185522130344, -0.5627531948642963",Albalate del Arzobispo
"40.633881341957455, -0.9777245757319382",Perales del Alfambra
"39.68390751264807, -0.3113510334513905",Petrés
"41.4340795051471, -5.315142851745439",Villafranca de Duero
"41.72491159719135, -4.319031627167568",Villafuerte
"41.33901951352884, -0.3551326842136621",Alborge
"39.45903087851371, -2.8693193858325334",Mota del Cuervo
"42.21776676837268, 2.8617329926424087",Navata
"41.993267797671315, 1.0070882212045267",Vilanova de Meià
"43.00452645731421, -6.812820682263943",Ibias
"28.350603765535965, -16.433267520117454",Arafo
"41.51005044223078, -2.7232650542525016",Centenera de Andaluz
"42.14993944395208, -6.675668902434697",Trefacio
"39.67146779553225, -2.356676617825013",Castillo de Garcimuñoz
"41.75237544032533, 0.8338967795786949",Vallfogona de Balaguer
"42.86933709657964, -1.6340986834519813",Ezcabarte
"28.45611722812443, -16.423962172633626",El Sauzal
"43.14897918365327, -2.6480826623569347",Izurtza
"42.248088913717204, -1.1817562610294627",Biota
"41.53561181765567, -1.8358341953185662",Clarés de Ribota
"42.82913303771472, -2.511082454723801",Alegría-Dulantzi
"38.9157486258777, -3.324556994496421",Membrilla
"43.27340819851207, -8.406594269512187",Culleredo
"37.462114532943936, -6.810037007719217",Beas
"42.09833122867873, -0.6833027880294608",Alcalá de Gurrea
"42.250336873690635, -0.09090451965858266",Bierge
"41.80058240348368, -4.368520330838359",Alba de Cerrato
"40.4307635766481, -5.890830452524334",Horcajo de Montemayor
"41.01714378548483, -3.931114503517406",Sotosalbos
"37.162350299394035, -5.275122438322822",La Puebla de Cazalla
"40.99880037657829, -1.4208505309631463",Castejón de Tornos
"36.87563748499854, -2.5965113350025404",Enix
"41.755876905508956, 1.871993314410119",Sant Fruitós de Bages
"40.929154263585126, -3.6841020102251916",Garganta de los Montes
"41.10747192524636, -1.1867650511599617",Lanzuela
"39.523139150790584, -4.3230393577259525",San Pablo de los Montes
"41.90802363093748, -0.8178021205439034",Zuera
"36.94807867533507, -2.62688023578036",Terque
"40.457511020498, -1.6221026224837918",Noguera de Albarracín
"40.96754903432027, -0.5275451896779333",Alloza
"40.051748667150854, -4.5311522579111525",El Casar de Escalona
"39.59518596533765, -0.347985913474135",Rafelbunyol
"38.39426158828423, -0.7861291526551378",Novelda
"39.55702940878436, 3.1173887639284943",Vilafranca de Bonany
